X,Y,FID,COD_REG,REGION,CUT,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,LAT,LNG,VAL_COM,TIPO,Año,IdAccident,Fecha,TipoAccdte,Tipo_Accdt,Tipo__CONA,Zona,Causa,Causa__CON,Calzada,TipoCalzad,EstadoCalz,CondicionC,Estado_Adm,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Hora
-70.1441315,-20.2144567,1293,1,REGION TARAPACA,1101,IQUIQUE,TARAPACA,ARTURO FERNANDEZ,0,"Arturo Fernández & Tarapacá, Iquique, Tarapacá, Chile",-20.2144567,-70.1441315,1,GEOMETRIC_CENTER,2018,1140865,2018/10/27 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,18:00:00
-70.1337959,-20.2332067,1294,1,REGION TARAPACA,1101,IQUIQUE,PEDRO DE VALDIVIA, ,2501,"Pedro de Valdivia 2501, Iquique, Tarapacá, Chile",-20.2332067,-70.1337959,1,ROOFTOP,2018,1140964,2018/10/27 00:00:00+00,62,CHOQUE FRENTE/LADO,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,22:30:00
-70.148507,-20.2367763,1295,1,REGION TARAPACA,1101,IQUIQUE,FILOMENA VALENZUELA,STA. COLOMA DE FARNES,0,"Filomena Valenzuela & Santa Coloma de Farnes, Iquique, Tarapacá, Chile",-20.2367763,-70.148507,1,GEOMETRIC_CENTER,2018,1140985,2018/10/28 00:00:00+00,63,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,11:30:00
-70.1432875,-20.2217721,1296,1,REGION TARAPACA,1101,IQUIQUE,18 DE SEPTIEMBRE,RIQUELME,0,"Ernesto Riquelme & Dieciocho de Septiembre, Iquique, Tarapacá, Chile",-20.2217721,-70.1432875,1,GEOMETRIC_CENTER,2018,1141066,2018/10/28 00:00:00+00,62,CHOQUE FRENTE/LADO,CHOQUE,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,21:00:00
-70.1367007,-20.2382195,1297,1,REGION TARAPACA,1101,IQUIQUE,PEDRO GAMBONI,LAS ROSAS,0,"Pedro Gamboni & Las Rosas, Iquique, Tarapacá, Chile",-20.2382195,-70.1367007,1,GEOMETRIC_CENTER,2018,1141360,2018/10/29 00:00:00+00,33,COLISION POR ALCANCE,COLISION,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,14:00:00
-70.1514135,-20.2158858,1298,1,REGION TARAPACA,1101,IQUIQUE,PATRICIO LYNCH,GOROSTIAGA,0,"Patricio Lynch & Gorostiaga, Iquique, Tarapacá, Chile",-20.2158858,-70.1514135,1,GEOMETRIC_CENTER,2018,1141367,2018/10/29 00:00:00+00,34,COLISION PERPENDICULAR,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",DESOBEDIENCIA A SEÑALIZACION,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,0,0,0,2,11:30:00
-70.0984025,-20.2739785,1299,1,REGION TARAPACA,1107,ALTO HOSPICIO,LOS CONDORES, ,3757,"Av. Los Cóndores 3757, Alto Hospicio, Tarapacá, Chile",-20.2739785,-70.0984025,1,ROOFTOP,2018,1141494,2018/10/24 00:00:00+00,30,COLISION,COLISION,URBANO,"VEHICULO EN RETROCESO, CONDUCIR",IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,17:10:00
-70.1117138,-20.2999346,1300,1,REGION TARAPACA,1107,ALTO HOSPICIO,LAS AMERICAS,UNION EUROPEA,0,"Altos del Mar 4513, Alto Hospicio, Iquique, Tarapacá, Chile",-20.2999346,-70.1117138,1,ROOFTOP,2018,1141609,2018/10/27 00:00:00+00,30,COLISION,COLISION,URBANO,CAUSAS NO DETERMINADAS,CAUSAS NO DETERMINADAS,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,07:50:00
-70.1380641,-20.2248356,1301,1,REGION TARAPACA,1101,IQUIQUE,CESPEDES Y GONZALEZ,ARTURO PEREZ CANTO,0,"Céspedes y González & Arturo Pérez Canto, Iquique, Tarapacá, Chile",-20.2248356,-70.1380641,1,GEOMETRIC_CENTER,2018,1142080,2018/10/31 00:00:00+00,34,COLISION PERPENDICULAR,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",DESOBEDIENCIA A SEÑALIZACION,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,2,1,11:00:00
-70.1548644,-20.2141572,1302,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT CHACON,GOROSTIAGA,0,"Avenida Arturo Prat Chacón & Gorostiaga, Iquique, Tarapacá, Chile",-20.2141572,-70.1548644,1,GEOMETRIC_CENTER,2018,1142081,2018/10/31 00:00:00+00,67,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,12:40:00
-70.1343663,-20.2321694,1303,1,REGION TARAPACA,1101,IQUIQUE,BETHIE HUMBERTONE,ARMANDO CORTINES,0,"Berthie Humberstone 2211, Iquique, Tarapacá, Chile",-20.2321694,-70.1343663,1,ROOFTOP,2018,1142086,2018/10/31 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"VEHICULO EN RETROCESO, CONDUCIR",IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,22:30:00
-70.1347762,-20.2212884,1304,1,REGION TARAPACA,1101,IQUIQUE,PEDRO PRADO,ORELLA,0,"Orella & Avenida Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.2212884,-70.1347762,1,GEOMETRIC_CENTER,2018,1142088,2018/10/31 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,20:30:00
-70.0821185,-20.2621749,1305,1,REGION TARAPACA,1107,ALTO HOSPICIO,CALLE SEIS, ,3338,"Calle 6 Sur, Alto Hospicio, Tarapacá, Chile",-20.2621749,-70.0821185,1,GEOMETRIC_CENTER,2018,1142092,2018/10/29 00:00:00+00,53,CHOQUE POSTERIOR,CHOQUE,URBANO,"FALLAS MECANICAS, MOTOR",FALLAS MECANICAS,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,21:50:00
-70.1348006,-20.2524689,1306,1,REGION TARAPACA,1101,IQUIQUE,PASAJE PLAYA LIGATE,PLAYA EL AGUILA,0,"Playa Ligate & Playa El Águila, Iquique, Tarapacá, Chile",-20.2524689,-70.1348006,1,GEOMETRIC_CENTER,2018,1142145,2018/10/31 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,07:40:00
-70.1360827,-20.2409125,1307,1,REGION TARAPACA,1101,IQUIQUE,TADEO HAENKE,JOSE FRANCISCO VERGARA,0,"José Francisco Vergara & Avenida Tadeo Haenke, Iquique, Tarapacá, Chile",-20.2409125,-70.1360827,1,GEOMETRIC_CENTER,2018,1142334,2018/11/01 00:00:00+00,65,CHOQUE LADO/LADO,CHOQUE,URBANO,ADELANTAMIENTO SIN EL ESPACIO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,21:45:00
-70.1298393,-20.227256,1308,1,REGION TARAPACA,1101,IQUIQUE,LA TIRANA,CAMPO DE DEPORTES,0,"Av. la Tirana & Av. Elias Lafertte, Iquique, Tarapacá, Chile",-20.227256,-70.1298393,1,GEOMETRIC_CENTER,2018,1142337,2018/11/01 00:00:00+00,63,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANO,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,3,13:00:00
-70.1411949,-20.2353763,1309,1,REGION TARAPACA,1101,IQUIQUE,LAS AMAPOLAS, ,2619,"Las Amapolas 2619, Iquique, Tarapacá, Chile",-20.2353763,-70.1411949,1,RANGE_INTERPOLATED,2018,1142338,2018/11/02 00:00:00+00,63,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,18:00:00
-70.1286078,-20.244502,1310,1,REGION TARAPACA,1101,IQUIQUE,CASTRO RAMOS,LA TIRANA,0,"Manuel Castro Ramos / La Tirana, Iquique, Tarapacá, Chile",-20.244502,-70.1286078,1,GEOMETRIC_CENTER,2018,1142341,2018/11/02 00:00:00+00,34,COLISION PERPENDICULAR,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER LUZ ROJA DE SEMAFORO",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,10:50:00
-70.1257935,-20.2683968,1311,1,REGION TARAPACA,1101,IQUIQUE,FRANCISCO BILBAO,TERESA WILMONT,0,"Avenida Francisco Bilbao & Teresa Wilms Mont, Iquique, Tarapacá, Chile",-20.2683968,-70.1257935,1,GEOMETRIC_CENTER,2018,1142350,2018/11/02 00:00:00+00,65,CHOQUE LADO/LADO,CHOQUE,URBANO,ADELANTAMIENTO SIN EL ESPACIO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,17:40:00
-70.1093728,-20.2516101,1312,1,REGION TARAPACA,1107,ALTO HOSPICIO,EL PILON, ,2251,"Fernando Danila 2251, Alto Hospicio, Tarapacá, Chile",-20.2516101,-70.1093728,1,ROOFTOP,2018,1142454,2018/11/03 00:00:00+00,63,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,18:30:00
-70.1398155,-20.2256436,1313,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION|,LIBERTAD,0,"Libertad & Avenida Héroes de la Concepción, Iquique, Tarapacá, Chile",-20.2256436,-70.1398155,1,GEOMETRIC_CENTER,2018,1142474,2018/11/03 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,"PEATON, EBRIEDAD DEL",ALCOHOL EN PEATON,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,18:30:00
-70.1319383,-20.25145,1314,1,REGION TARAPACA,1101,IQUIQUE,PLAYA EL AGUILA,SALVADOR ALLENDE,0,"Playa El Águila & Avenida Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.25145,-70.1319383,1,GEOMETRIC_CENTER,2018,1142534,2018/11/03 00:00:00+00,34,COLISION PERPENDICULAR,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,2,1,22:25:00
-70.1494435,-20.2364956,1315,1,REGION TARAPACA,1101,IQUIQUE,FILOMENA VALENZUELA,AVDA. ARTURO PRAT,0,"8340422 - Filomena Valenzuela #298, Iquique, Tarapacá, Chile",-20.2364956,-70.1494435,1,ROOFTOP,2018,1142955,2018/11/05 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,04:00:00
-70.1492636,-20.2233371,1316,1,REGION TARAPACA,1101,IQUIQUE,MANUEL RODRIGUEZ,VIVAR,0,"Manuel Rodríguez & Vivar, Iquique, Tarapacá, Chile",-20.2233371,-70.1492636,1,GEOMETRIC_CENTER,2018,1143303,2018/11/06 00:00:00+00,66,CHOQUE LADO/POSTERIOR,CHOQUE,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,07:49:00
-70.1515497,-20.2192287,1317,1,REGION TARAPACA,1101,IQUIQUE,PATRICIO LYNCH,BULNES,0,"Manuel Bulnes & Patricio Lynch, Iquique, Tarapacá, Chile",-20.2192287,-70.1515497,1,GEOMETRIC_CENTER,2018,1143314,2018/11/06 00:00:00+00,64,CHOQUE LADO/FRENTE,CHOQUE,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,09:00:00
-70.1513672,-20.2232761,1318,1,REGION TARAPACA,1101,IQUIQUE,MANUEL RODRIGUEZ,AVDA. ARTURO PRAT,0,"Avenida Arturo Prat Chacón & Manuel Rodríguez, Iquique, Tarapacá, Chile",-20.2232761,-70.1513672,1,GEOMETRIC_CENTER,2018,1143317,2018/11/06 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,15:15:00
-70.1365985,-20.2306836,1319,1,REGION TARAPACA,1101,IQUIQUE,DIEGO PORTALES,GALVARINO,0,"Galvarino & Avenida Diego Portales, Iquique, Tarapacá, Chile",-20.2306836,-70.1365985,1,GEOMETRIC_CENTER,2018,1143659,2018/11/07 00:00:00+00,67,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,2,1,18:00:00
-70.1487918,-20.2263676,1320,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT CHACON,JOSE MIGUEL CARRERA,0,"Avenida Arturo Prat Chacón & José Miguel Carrera, Iquique, Tarapacá, Chile",-20.2263676,-70.1487918,1,GEOMETRIC_CENTER,2018,1143816,2018/11/08 00:00:00+00,33,COLISION POR ALCANCE,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,08:15:00
-70.1461855,-20.2394862,1321,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT CHACON, ,1670,"Av. Arturo Prat Chacón 1670, Iquique, Tarapacá, Chile",-20.2394862,-70.1461855,1,ROOFTOP,2018,1144076,2018/11/08 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,16:30:00
-70.143625,-20.2177736,1322,1,REGION TARAPACA,1101,IQUIQUE,ZEGERS,ERRAZURIZ,0,"Presidente Errázuriz & Vicente Zegers, Iquique, Tarapacá, Chile",-20.2177736,-70.143625,1,GEOMETRIC_CENTER,2018,1144081,2018/11/09 00:00:00+00,65,CHOQUE LADO/LADO,CHOQUE,URBANO,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,13:45:00
-70.1446436,-20.226501,1323,1,REGION TARAPACA,1101,IQUIQUE,ARTURO FERNANDEZ,JOSE MIGUEL CARRERA,0,"José Miguel Carrera & Arturo Fernández, Iquique, Tarapacá, Chile",-20.226501,-70.1446436,1,GEOMETRIC_CENTER,2018,1144082,2018/11/09 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,12:30:00
-70.1519296,-20.2207403,1324,1,REGION TARAPACA,1101,IQUIQUE,BAQUEDANO, ,1340,"Baquedano 1340, Iquique, Tarapacá, Chile",-20.2207403,-70.1519296,1,ROOFTOP,2018,1144093,2018/11/09 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,0,14:29:00
-70.1356692,-20.2307033,1325,1,REGION TARAPACA,1101,IQUIQUE,HAMBURGO, ,8,"Iquique, Tarapacá, Chile",-20.2307033,-70.1356692,1,APPROXIMATE,2018,1144096,2018/11/09 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,18:30:00
-70.1436832,-20.2350011,1326,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION, ,2655,"Av. Héroes de la Concepción 2655, Iquique, Tarapacá, Chile",-20.2350011,-70.1436832,1,RANGE_INTERPOLATED,2018,1144137,2018/11/10 00:00:00+00,67,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,13:30:00
-70.1391838,-20.2173917,1327,1,REGION TARAPACA,1101,IQUIQUE,LATORRE,HEROES DE LA CONCEPCION,0,"Almte. Latorre & Av. Héroes de la Concepción, Iquique, Tarapacá, Chile",-20.2173917,-70.1391838,1,GEOMETRIC_CENTER,2018,1144141,2018/11/10 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,18:50:00
-70.1383434,-20.2386128,1328,1,REGION TARAPACA,1101,IQUIQUE,LA CONCORDIA,LOS PRUNOS,0,"La Concordia & Los Prunos, Iquique, Tarapacá, Chile",-20.2386128,-70.1383434,1,GEOMETRIC_CENTER,2018,1144146,2018/11/10 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,0,21:30:00
-70.1069645,-20.2571962,1329,1,REGION TARAPACA,1107,ALTO HOSPICIO,CALLE CUATRO,CALLE UNO,0,"C. Uno, Alto Hospicio, Tarapacá, Chile",-20.2571962,-70.1069645,1,GEOMETRIC_CENTER,2018,1144558,2018/11/01 00:00:00+00,30,COLISION,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,1,1,14:50:00
-70.1355121,-20.2301831,1330,1,REGION TARAPACA,1101,IQUIQUE,SALVADOR ALLENDE, ,2268,"Av. Salvador Allende Gossens 2268, Iquique, Tarapacá, Chile",-20.2301831,-70.1355121,1,ROOFTOP,2018,1144751,2018/11/12 00:00:00+00,67,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,NUBLADO,0,0,0,0,1,00:00:00
-70.1331554,-20.2453329,1331,1,REGION TARAPACA,1101,IQUIQUE,AVDA. SALVADOR ALLENDE, ,3018,"Av. Salvador Allende Gossens 3018, Iquique, Tarapacá, Chile",-20.2453329,-70.1331554,1,RANGE_INTERPOLATED,2018,1144961,2018/11/13 00:00:00+00,62,CHOQUE FRENTE/LADO,CHOQUE,URBANO,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,3,03:30:00
-70.1392298,-20.2180007,1332,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION,ZEGERS,0,"Vicente Zegers & Avenida Héroes de la Concepción, Iquique, Tarapacá, Chile",-20.2180007,-70.1392298,1,GEOMETRIC_CENTER,2018,1144980,2018/11/13 00:00:00+00,34,COLISION PERPENDICULAR,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER LUZ ROJA DE SEMAFORO",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,18:30:00
-70.1261584,-20.2719521,1333,1,REGION TARAPACA,1101,IQUIQUE,CALLE UNO,LA TIRANA,0,"La Tirana / Calle Uno, Iquique, Tarapacá, Chile",-20.2719521,-70.1261584,1,GEOMETRIC_CENTER,2018,1144993,2018/11/13 00:00:00+00,67,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANO,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,20:07:00
-70.1357654,-20.2317464,1334,1,REGION TARAPACA,1101,IQUIQUE,SALVADOR ALLENDE,PASTOR LORENZO PEREZ,0,"Pastor Lorenzo Perez & Avenida Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.2317464,-70.1357654,1,GEOMETRIC_CENTER,2018,1145012,2018/11/13 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL CEDA EL PASO",DESOBEDIENCIA A SEÑALIZACION,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,1,15:15:00
-70.1050536,-20.2634765,1335,1,REGION TARAPACA,1107,ALTO HOSPICIO,LOS ALMENDROS,LOS DATILES,0,"Los Almendros & Los Dátiles, Alto Hospicio, Tarapacá, Chile",-20.2634765,-70.1050536,1,GEOMETRIC_CENTER,2018,1145069,2018/11/06 00:00:00+00,30,COLISION,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,10:00:00
-70.1411798,-20.2301432,1336,1,REGION TARAPACA,1101,IQUIQUE,HEROES DE LA CONCEPCION,DIEGO PORTALES,0,"Av. Diego Portales & Av. Héroes de la Concepción, Iquique, Tarapacá, Chile",-20.2301432,-70.1411798,1,GEOMETRIC_CENTER,2018,1145096,2018/11/06 00:00:00+00,20,CAIDA,CAIDA,URBANO,PASAJERO SUBE O DESCIENDE DE VEHICULO MOVIMIENTO,IMPRUDENCIA DEL PASAJERO,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,1,1,17:00:00
-70.0935835,-20.2787886,1337,1,REGION TARAPACA,1107,ALTO HOSPICIO,SANTA TERESA,SANTA PAULA,0,"Sta. Teresa & Sta. Paula, Alto Hospicio, Tarapacá, Chile",-20.2787886,-70.0935835,1,GEOMETRIC_CENTER,2018,1145107,2018/11/09 00:00:00+00,30,COLISION,COLISION,URBANO,"SEÑALIZACION, DESOBEDECER SEÑAL CEDA EL PASO",DESOBEDIENCIA A SEÑALIZACION,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,1,07:05:00
-70.131733,-20.2278591,1338,1,REGION TARAPACA,1101,IQUIQUE,BAIYIN,ARAUCO,0,"Progreso 2000, Iquique, Tarapacá, Chile",-20.2278591,-70.131733,1,ROOFTOP,2018,1145348,2018/11/14 00:00:00+00,10,ATROPELLO,ATROPELLO,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,1,1,11:15:00
-70.1297933,-20.2080995,1339,1,REGION TARAPACA,1101,IQUIQUE,CIRCUNVALACION, ,104,"Av. Circunvalación 104, Iquique, Tarapacá, Chile",-20.2080995,-70.1297933,1,RANGE_INTERPOLATED,2018,1145376,2018/11/14 00:00:00+00,64,CHOQUE LADO/FRENTE,CHOQUE,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,13:00:00
-70.1342417,-20.255713,1340,1,REGION TARAPACA,1101,IQUIQUE,ROTONDA CHIPANA,AV ARTURO PRAT,0,"Iquique, Tarapacá, Chile",-20.255713,-70.1342417,1,GEOMETRIC_CENTER,2018,1145387,2018/11/14 00:00:00+00,32,COLISION LATERAL,COLISION,URBANO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,2,18:50:00
